instant,dteday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,cnt,day_type,kategori_suhu
385,2012-01-20,Spring,1,1,no,Friday,yes,Misty,8.9175,11.047899999999998,45.0,13.58425,115,3048,3163,Workingday,Dingin
386,2012-01-21,Spring,1,1,no,Saturday,no,Misty,7.106653,8.74375,83.125,14.917014,67,1234,1301,Weekend,Dingin
387,2012-01-22,Spring,1,1,no,Sunday,no,Misty,6.6625000000000005,8.1125,79.625,13.375746000000001,196,1781,1977,Weekend,Dingin
388,2012-01-23,Spring,1,1,no,Monday,yes,Misty,8.951653,12.152899999999999,91.125,7.417436,145,2287,2432,Workingday,Dingin
389,2012-01-24,Spring,1,1,no,Tuesday,yes,Clear,14.0425,17.455399999999997,83.58330000000001,8.292389,439,3900,4339,Workingday,Sejuk
390,2012-01-25,Spring,1,1,no,Wednesday,yes,Clear,12.060847,14.74105,64.375,10.791756999999999,467,3803,4270,Workingday,Sejuk
391,2012-01-26,Spring,1,1,no,Thursday,yes,Misty,14.008347,17.8025,76.95830000000001,4.9175186,244,3831,4075,Workingday,Sejuk
392,2012-01-27,Spring,1,1,no,Friday,yes,Misty,17.425,20.76915,74.125,22.958689,269,3187,3456,Workingday,Sejuk
393,2012-01-28,Spring,1,1,no,Saturday,no,Clear,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,775,3248,4023,Weekend,Sejuk
394,2012-01-29,Spring,1,1,no,Sunday,no,Clear,11.5825,13.63605,31.125000000000004,16.08335,558,2685,3243,Weekend,Sejuk
395,2012-01-30,Spring,1,1,no,Monday,yes,Clear,11.035847,13.13125,40.0833,14.458064,126,3498,3624,Workingday,Sejuk
396,2012-01-31,Spring,1,1,no,Tuesday,yes,Clear,15.99,19.06585,41.6667,17.541739,324,4185,4509,Workingday,Sejuk
397,2012-02-01,Spring,1,2,no,Wednesday,yes,Clear,19.235847,23.326900000000002,50.79169999999999,12.667489000000002,304,4275,4579,Workingday,Sejuk
398,2012-02-02,Spring,1,2,no,Thursday,yes,Misty,16.365847,19.94855,67.29169999999999,12.541528999999999,190,3571,3761,Workingday,Sejuk
399,2012-02-03,Spring,1,2,no,Friday,yes,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151,Workingday,Sejuk
400,2012-02-04,Spring,1,2,no,Saturday,no,Misty,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832,Weekend,Sejuk
401,2012-02-05,Spring,1,2,no,Sunday,no,Misty,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947,Weekend,Sejuk
402,2012-02-06,Spring,1,2,no,Monday,yes,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784,Workingday,Sejuk
403,2012-02-07,Spring,1,2,no,Tuesday,yes,Clear,14.520847,18.0552,49.625,9.874393000000001,199,4176,4375,Workingday,Sejuk
404,2012-02-08,Spring,1,2,no,Wednesday,yes,Misty,10.523347,13.321050000000001,72.2917,8.959307,109,2693,2802,Workingday,Sejuk
405,2012-02-09,Spring,1,2,no,Thursday,yes,Clear,10.865,13.0994,56.2083,13.000478999999999,163,3667,3830,Workingday,Sejuk
406,2012-02-10,Spring,1,2,no,Friday,yes,Misty,11.514153,14.6779,54.0,7.834243000000001,227,3604,3831,Workingday,Sejuk
407,2012-02-11,Spring,1,2,no,Saturday,no,Light Snow/Rain,9.190847,10.54335,73.125,19.416332,192,1977,2169,Weekend,Dingin
408,2012-02-12,Spring,1,2,no,Sunday,no,Clear,5.2275,5.0828999999999995,46.4583,27.417204,73,1456,1529,Weekend,Dingin
409,2012-02-13,Spring,1,2,no,Monday,yes,Clear,9.1225,11.39565,41.125,11.207961,94,3328,3422,Workingday,Dingin
410,2012-02-14,Spring,1,2,no,Tuesday,yes,Misty,13.085847,16.697300000000002,50.875,9.458993,135,3787,3922,Workingday,Sejuk
411,2012-02-15,Spring,1,2,no,Wednesday,yes,Clear,14.281653,17.58145,53.125,12.167200000000001,141,4028,4169,Workingday,Sejuk
412,2012-02-16,Spring,1,2,no,Thursday,yes,Misty,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,74,2931,3005,Workingday,Sejuk
413,2012-02-17,Spring,1,2,no,Friday,yes,Clear,14.076653,17.58145,63.4583,13.791682,349,3805,4154,Workingday,Sejuk
414,2012-02-18,Spring,1,2,no,Saturday,no,Clear,14.213347,17.77125,53.4583,12.792243,1435,2883,4318,Weekend,Sejuk
415,2012-02-19,Spring,1,2,no,Sunday,no,Misty,11.48,13.2894,51.5833,16.958504,618,2071,2689,Weekend,Sejuk
416,2012-02-20,Spring,1,2,yes,Monday,no,Clear,11.48,13.66955,50.7826,15.348561,502,2627,3129,Holiday,Sejuk
417,2012-02-21,Spring,1,2,no,Tuesday,yes,Clear,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,163,3614,3777,Workingday,Sejuk
418,2012-02-22,Spring,1,2,no,Wednesday,yes,Clear,16.229153,19.63335,56.7917,15.709557,394,4379,4773,Workingday,Sejuk
419,2012-02-23,Spring,1,2,no,Thursday,yes,Clear,18.620846999999998,22.2223,55.45830000000001,12.791171,516,4546,5062,Workingday,Sejuk
420,2012-02-24,Spring,1,2,no,Friday,yes,Misty,16.7075,20.54855,73.75,15.916989,246,3241,3487,Workingday,Sejuk
421,2012-02-25,Spring,1,2,no,Saturday,no,Clear,11.924153,12.78375,39.5833,28.250014,317,2415,2732,Weekend,Sejuk
422,2012-02-26,Spring,1,2,no,Sunday,no,Clear,11.445847,13.4154,41.0,13.750342999999999,515,2874,3389,Weekend,Sejuk
423,2012-02-27,Spring,1,2,no,Monday,yes,Clear,15.033347000000001,17.8977,49.0833,17.958211000000002,253,4069,4322,Workingday,Sejuk
424,2012-02-28,Spring,1,2,no,Tuesday,yes,Clear,14.725847,17.67625,39.5833,12.958939,229,4134,4363,Workingday,Sejuk
425,2012-02-29,Spring,1,2,no,Wednesday,yes,Misty,14.118267999999999,17.4235,80.4783,12.000839,65,1769,1834,Workingday,Sejuk
426,2012-03-01,Spring,1,3,no,Thursday,yes,Clear,19.919153,23.768549999999998,61.5417,15.208129,325,4665,4990,Workingday,Sejuk
427,2012-03-02,Spring,1,3,no,Friday,yes,Misty,14.486653,17.9921,65.7083,9.708568,246,2948,3194,Workingday,Sejuk
428,2012-03-03,Spring,1,3,no,Saturday,no,Misty,16.980847,20.6746,62.125,10.792293,956,3110,4066,Weekend,Sejuk
429,2012-03-04,Spring,1,3,no,Sunday,no,Clear,13.359153,15.15105,40.3333,22.416257,710,2713,3423,Weekend,Sejuk
430,2012-03-05,Spring,1,3,no,Monday,yes,Clear,9.976652999999999,12.05855,50.625,15.333486,203,3130,3333,Workingday,Dingin
431,2012-03-06,Spring,1,3,no,Tuesday,yes,Clear,10.591652999999999,12.752099999999999,45.6667,13.458625,221,3735,3956,Workingday,Sejuk
432,2012-03-07,Spring,1,3,no,Wednesday,yes,Clear,16.570847,19.255,51.3333,23.167193,432,4484,4916,Workingday,Sejuk
433,2012-03-08,Spring,1,3,no,Thursday,yes,Clear,21.627499999999998,26.230199999999996,56.75,29.584721,486,4896,5382,Workingday,Hangat
434,2012-03-09,Spring,1,3,no,Friday,yes,Misty,16.844153,19.85415,40.708299999999994,27.7916,447,4122,4569,Workingday,Sejuk
435,2012-03-10,Spring,1,3,no,Saturday,no,Clear,11.7875,13.888349999999999,35.0417,15.125250000000001,968,3150,4118,Weekend,Sejuk
436,2012-03-11,Spring,1,3,no,Sunday,no,Clear,14.831299,17.9835,47.6957,14.913329000000001,1658,3253,4911,Weekend,Sejuk
437,2012-03-12,Spring,1,3,no,Monday,yes,Clear,19.133347,22.9796,48.9167,13.916771,838,4460,5298,Workingday,Sejuk
438,2012-03-13,Spring,1,3,no,Tuesday,yes,Clear,23.165,27.14645,61.75000000000001,15.87565,762,5085,5847,Workingday,Hangat
439,2012-03-14,Spring,1,3,no,Wednesday,yes,Clear,23.4725,27.43085,50.708299999999994,7.709154,997,5315,6312,Workingday,Hangat
440,2012-03-15,Spring,1,3,no,Thursday,yes,Clear,22.857499999999998,26.64125,57.958299999999994,10.042161,1005,5187,6192,Workingday,Hangat
441,2012-03-16,Spring,1,3,no,Friday,yes,Misty,17.869153,21.81145,84.20830000000001,7.583864,548,3830,4378,Workingday,Sejuk
442,2012-03-17,Spring,1,3,no,Saturday,no,Misty,21.080847000000002,25.252299999999998,75.5833,7.417168,3155,4681,7836,Weekend,Hangat
443,2012-03-18,Spring,1,3,no,Sunday,no,Misty,19.3725,23.200000000000003,81.0,8.501161,2207,3685,5892,Weekend,Sejuk
444,2012-03-19,Spring,1,3,no,Monday,yes,Clear,22.345000000000002,26.64105,72.875,10.875238999999999,982,5171,6153,Workingday,Hangat
445,2012-03-20,Spring,1,3,no,Tuesday,yes,Clear,22.994153,26.926650000000002,80.7917,8.125157,1051,5042,6093,Workingday,Hangat
446,2012-03-21,Summer,1,3,no,Wednesday,yes,Misty,21.798347,25.6629,82.125,6.000406099999999,1122,5108,6230,Workingday,Hangat
447,2012-03-22,Summer,1,3,no,Thursday,yes,Clear,22.720847,26.57835,83.125,7.876654,1334,5537,6871,Workingday,Hangat
448,2012-03-23,Summer,1,3,no,Friday,yes,Misty,24.668346999999997,28.50335,69.41669999999999,7.7921000000000005,2469,5893,8362,Workingday,Hangat
449,2012-03-24,Summer,1,3,no,Saturday,no,Misty,20.6025,24.336650000000002,88.5417,12.916461,1033,2339,3372,Weekend,Hangat
450,2012-03-25,Summer,1,3,no,Sunday,no,Misty,17.9375,21.874399999999998,88.0833,14.791924999999999,1532,3464,4996,Weekend,Sejuk
451,2012-03-26,Summer,1,3,no,Monday,yes,Clear,18.279153,21.9375,47.7917,25.917007,795,4763,5558,Workingday,Sejuk
452,2012-03-27,Summer,1,3,no,Tuesday,yes,Clear,13.256653,15.7827,28.999999999999996,12.541864,531,4571,5102,Workingday,Sejuk
453,2012-03-28,Summer,1,3,no,Wednesday,yes,Clear,19.850847,23.5475,48.125,19.541957,674,5024,5698,Workingday,Sejuk
454,2012-03-29,Summer,1,3,no,Thursday,yes,Clear,20.260847000000002,24.1152,43.9167,21.41655,834,5299,6133,Workingday,Hangat
455,2012-03-30,Summer,1,3,no,Friday,yes,Misty,15.17,18.78105,58.0833,9.250489,796,4663,5459,Workingday,Sejuk
456,2012-03-31,Summer,1,3,no,Saturday,no,Misty,17.390847,21.0854,73.83330000000001,16.791338999999997,2301,3934,6235,Weekend,Sejuk
457,2012-04-01,Summer,1,4,no,Sunday,no,Misty,17.459153,20.86435,67.625,11.541889,2347,3694,6041,Weekend,Sejuk
458,2012-04-02,Summer,1,4,no,Monday,yes,Clear,17.790433,21.37565,50.4348,20.913313,1208,4728,5936,Workingday,Sejuk
459,2012-04-03,Summer,1,4,no,Tuesday,yes,Clear,19.133347,23.07415,39.6667,6.708911,1348,5424,6772,Workingday,Sejuk
460,2012-04-04,Summer,1,4,no,Wednesday,yes,Clear,22.208347,26.6725,46.958299999999994,12.125325,1058,5378,6436,Workingday,Hangat
461,2012-04-05,Summer,1,4,no,Thursday,yes,Clear,17.835,21.55815,37.416700000000006,14.708443,1192,5265,6457,Workingday,Sejuk
462,2012-04-06,Summer,1,4,no,Friday,yes,Clear,16.536653,19.538349999999998,37.7083,20.125996,1807,4653,6460,Workingday,Sejuk
463,2012-04-07,Summer,1,4,no,Saturday,no,Clear,17.9375,21.306449999999998,25.4167,18.416356999999998,3252,3605,6857,Weekend,Sejuk
464,2012-04-08,Summer,1,4,no,Sunday,no,Clear,20.5,24.62125,27.5833,15.583931999999999,2230,2939,5169,Weekend,Hangat
465,2012-04-09,Summer,1,4,no,Monday,yes,Clear,20.055847,23.8319,31.75,23.999132,905,4680,5585,Workingday,Hangat
466,2012-04-10,Summer,1,4,no,Tuesday,yes,Clear,18.313347,21.81165,43.5,16.708125000000003,819,5099,5918,Workingday,Sejuk
467,2012-04-11,Summer,1,4,no,Wednesday,yes,Clear,14.296536,16.8637,46.9565,19.783358,482,4380,4862,Workingday,Sejuk
468,2012-04-12,Summer,1,4,no,Thursday,yes,Clear,16.2975,19.3802,46.625,19.458743,663,4746,5409,Workingday,Sejuk
469,2012-04-13,Summer,1,4,no,Friday,yes,Clear,18.142500000000002,21.590400000000002,40.8333,10.416557,1252,5146,6398,Workingday,Sejuk
470,2012-04-14,Summer,1,4,no,Saturday,no,Clear,20.294999999999998,24.3998,50.29169999999999,12.791439,2795,4665,7460,Weekend,Hangat
471,2012-04-15,Summer,1,4,no,Sunday,no,Clear,24.873347,28.69375,50.79169999999999,15.083643,2846,4286,7132,Weekend,Hangat
472,2012-04-16,Summer,1,4,yes,Monday,no,Clear,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,1198,5172,6370,Holiday,Hangat
473,2012-04-17,Summer,1,4,no,Tuesday,yes,Clear,24.941653000000002,29.92435,39.0417,18.333143,989,5702,6691,Workingday,Hangat
474,2012-04-18,Summer,1,4,no,Wednesday,yes,Misty,18.996653,22.8519,56.9167,11.250104,347,4020,4367,Workingday,Sejuk
475,2012-04-19,Summer,1,4,no,Thursday,yes,Clear,20.431653,24.6523,61.25000000000001,4.417256399999999,846,5719,6565,Workingday,Hangat
476,2012-04-20,Summer,1,4,no,Friday,yes,Clear,21.593347,25.78875,69.4583,10.041357,1340,5950,7290,Workingday,Hangat
477,2012-04-21,Summer,1,4,no,Saturday,no,Clear,23.369999999999997,27.14605,68.2917,19.000328999999997,2541,4083,6624,Weekend,Hangat
478,2012-04-22,Summer,1,4,no,Sunday,no,Light Snow/Rain,16.263347,19.4752,83.54169999999999,23.084582,120,907,1027,Weekend,Sejuk
479,2012-04-23,Summer,1,4,no,Monday,yes,Misty,13.188346999999998,15.056249999999999,76.66669999999999,20.334232,195,3019,3214,Workingday,Sejuk
480,2012-04-24,Summer,1,4,no,Tuesday,yes,Clear,16.946653,20.26415,45.4167,16.708661,518,5115,5633,Workingday,Sejuk
481,2012-04-25,Summer,1,4,no,Wednesday,yes,Clear,19.543347,23.51585,42.7917,7.959064,655,5541,6196,Workingday,Sejuk
482,2012-04-26,Summer,1,4,no,Thursday,yes,Misty,20.431653,24.17915,75.66669999999999,11.833875,475,4551,5026,Workingday,Hangat
483,2012-04-27,Summer,1,4,no,Friday,yes,Clear,18.7575,22.63185,40.0833,23.291411,1014,5219,6233,Workingday,Sejuk
484,2012-04-28,Summer,1,4,no,Saturday,no,Misty,15.443347,18.8752,48.9583,8.708325,1120,3100,4220,Weekend,Sejuk
485,2012-04-29,Summer,1,4,no,Sunday,no,Clear,18.791653,22.50605,58.7083,7.8328359999999995,2229,4075,6304,Weekend,Sejuk
486,2012-04-30,Summer,1,4,no,Monday,yes,Misty,19.030847,22.8848,56.99999999999999,11.499746,665,4907,5572,Workingday,Sejuk
487,2012-05-01,Summer,1,5,no,Tuesday,yes,Misty,25.146653,28.85105,65.95830000000001,10.458432,653,5087,5740,Workingday,Hangat
488,2012-05-02,Summer,1,5,no,Wednesday,yes,Clear,23.130847,26.894800000000004,79.7083,9.249885999999998,667,5502,6169,Workingday,Hangat
489,2012-05-03,Summer,1,5,no,Thursday,yes,Misty,22.96,26.862099999999998,76.83330000000001,8.957632,764,5657,6421,Workingday,Hangat
490,2012-05-04,Summer,1,5,no,Friday,yes,Clear,25.7275,29.54585,73.54169999999999,10.916846,1069,5227,6296,Workingday,Hangat
491,2012-05-05,Summer,1,5,no,Saturday,no,Misty,25.488346999999997,29.2304,75.66669999999999,10.250464,2496,4387,6883,Weekend,Hangat
492,2012-05-06,Summer,1,5,no,Sunday,no,Misty,23.0625,27.336850000000002,74.0,10.041893,2135,4224,6359,Weekend,Hangat
493,2012-05-07,Summer,1,5,no,Monday,yes,Misty,22.037499999999998,26.3571,66.41669999999999,15.458307000000001,1008,5265,6273,Workingday,Hangat
494,2012-05-08,Summer,1,5,no,Tuesday,yes,Misty,23.848347,27.87355,68.58330000000001,19.833942999999998,738,4990,5728,Workingday,Hangat
495,2012-05-09,Summer,1,5,no,Wednesday,yes,Misty,23.575,27.65125,74.4167,14.499604,620,4097,4717,Workingday,Hangat
496,2012-05-10,Summer,1,5,no,Thursday,yes,Clear,20.739152999999998,24.58915,55.2083,21.042220999999998,1026,5546,6572,Workingday,Hangat
497,2012-05-11,Summer,1,5,no,Friday,yes,Clear,21.866653,26.04165,36.0417,15.874779,1319,5711,7030,Workingday,Hangat
498,2012-05-12,Summer,1,5,no,Saturday,no,Clear,23.130847,27.24085,48.0417,8.249911,2622,4807,7429,Weekend,Hangat
499,2012-05-13,Summer,1,5,no,Sunday,no,Clear,25.1125,29.2619,57.62500000000001,15.082839,2172,3946,6118,Weekend,Hangat
500,2012-05-14,Summer,1,5,no,Monday,yes,Misty,23.506653,27.495000000000005,78.95830000000001,14.250364,342,2501,2843,Workingday,Hangat
501,2012-05-15,Summer,1,5,no,Tuesday,yes,Misty,25.078346999999997,28.8202,79.45830000000001,9.875264,625,4490,5115,Workingday,Hangat
502,2012-05-16,Summer,1,5,no,Wednesday,yes,Clear,26.103347,29.798750000000002,69.7917,8.208304,991,6433,7424,Workingday,Hangat
503,2012-05-17,Summer,1,5,no,Thursday,yes,Clear,24.326653,28.630650000000003,52.0,15.374825000000001,1242,6142,7384,Workingday,Hangat
504,2012-05-18,Summer,1,5,no,Friday,yes,Clear,23.130847,27.55605,52.33330000000001,9.166739,1521,6118,7639,Workingday,Hangat
505,2012-05-19,Summer,1,5,no,Saturday,no,Clear,24.599999999999998,28.345399999999998,45.625,5.626325,3410,4884,8294,Weekend,Hangat
506,2012-05-20,Summer,1,5,no,Sunday,no,Clear,25.454152999999998,29.19835,53.041700000000006,17.042589,2704,4425,7129,Weekend,Hangat
507,2012-05-21,Summer,1,5,no,Monday,yes,Misty,24.531653,28.283350000000002,81.125,15.624668,630,3729,4359,Workingday,Hangat
508,2012-05-22,Summer,1,5,no,Tuesday,yes,Misty,25.215,29.04125,76.5833,7.917189,819,5254,6073,Workingday,Hangat
509,2012-05-23,Summer,1,5,no,Wednesday,yes,Misty,25.488346999999997,29.230600000000003,77.45830000000001,6.834,766,4494,5260,Workingday,Hangat
510,2012-05-24,Summer,1,5,no,Thursday,yes,Clear,26.855,30.335,71.6667,11.584031999999999,1059,5711,6770,Workingday,Hangat
511,2012-05-25,Summer,1,5,no,Friday,yes,Clear,27.880000000000003,31.37645,74.70830000000001,9.41685,1417,5317,6734,Workingday,Hangat
512,2012-05-26,Summer,1,5,no,Saturday,no,Clear,28.392500000000002,32.134800000000006,73.25,13.332464,2855,3681,6536,Weekend,Hangat
513,2012-05-27,Summer,1,5,no,Sunday,no,Clear,28.29,32.07125,69.7083,14.416457,3283,3308,6591,Weekend,Hangat
514,2012-05-28,Summer,1,5,yes,Monday,no,Clear,29.212500000000002,33.965,67.625,13.166907,2557,3486,6043,Holiday,Hangat
515,2012-05-29,Summer,1,5,no,Tuesday,yes,Clear,29.622500000000002,33.6496,68.45830000000001,19.7918,880,4863,5743,Workingday,Hangat
516,2012-05-30,Summer,1,5,no,Wednesday,yes,Misty,26.923347,30.55645,67.0,9.000043,745,6110,6855,Workingday,Hangat
517,2012-05-31,Summer,1,5,no,Thursday,yes,Clear,27.880000000000003,31.566450000000003,49.2917,13.083693,1100,6238,7338,Workingday,Hangat
518,2012-06-01,Summer,1,6,no,Friday,yes,Misty,26.820847,30.3981,75.5417,15.916720999999999,533,3594,4127,Workingday,Hangat
519,2012-06-02,Summer,1,6,no,Saturday,no,Clear,23.916653,28.3144,54.9167,12.499654,2795,5325,8120,Weekend,Hangat
520,2012-06-03,Summer,1,6,no,Sunday,no,Clear,24.7025,28.75665,49.3333,12.333829,2494,5147,7641,Weekend,Hangat
521,2012-06-04,Summer,1,6,no,Monday,yes,Clear,24.497500000000002,28.91415,48.7083,19.083811,1071,5927,6998,Workingday,Hangat
522,2012-06-05,Summer,1,6,no,Tuesday,yes,Misty,22.174153,26.294600000000003,61.3333,14.041525,968,6033,7001,Workingday,Hangat
523,2012-06-06,Summer,1,6,no,Wednesday,yes,Clear,22.720847,27.1146,61.12499999999999,5.167375,1027,6028,7055,Workingday,Hangat
524,2012-06-07,Summer,1,6,no,Thursday,yes,Clear,24.7025,28.4721,56.7083,10.542449999999999,1038,6456,7494,Workingday,Hangat
525,2012-06-08,Summer,1,6,no,Friday,yes,Clear,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,1488,6248,7736,Workingday,Hangat
526,2012-06-09,Summer,1,6,no,Saturday,no,Clear,29.144153000000003,32.418350000000004,43.7083,9.667229,2708,4790,7498,Weekend,Hangat
527,2012-06-10,Summer,1,6,no,Sunday,no,Clear,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,2224,4374,6598,Weekend,Hangat
528,2012-06-11,Summer,1,6,no,Monday,yes,Misty,29.554153,32.98605,58.791700000000006,13.916771,1017,5647,6664,Workingday,Hangat
529,2012-06-12,Summer,1,6,no,Tuesday,yes,Misty,26.786653,29.89375,83.3333,14.374581999999998,477,4495,4972,Workingday,Hangat
530,2012-06-13,Summer,1,6,no,Wednesday,yes,Clear,26.889153,30.55585,58.2083,22.999693,1173,6248,7421,Workingday,Hangat
531,2012-06-14,Summer,1,6,no,Thursday,yes,Clear,26.581653000000003,31.219150000000003,56.958299999999994,17.000111,1180,6183,7363,Workingday,Hangat
532,2012-06-15,Summer,1,6,no,Friday,yes,Clear,26.205847000000002,29.9877,58.958299999999994,11.833339,1563,6102,7665,Workingday,Hangat
533,2012-06-16,Summer,1,6,no,Saturday,no,Clear,25.898346999999998,29.735400000000002,50.416700000000006,11.166689,2963,4739,7702,Weekend,Hangat
534,2012-06-17,Summer,1,6,no,Sunday,no,Clear,24.2925,28.59875,59.875,9.708568,2634,4344,6978,Weekend,Hangat
535,2012-06-18,Summer,1,6,no,Monday,yes,Misty,23.301652999999998,27.2421,77.79169999999999,11.707982000000001,653,4446,5099,Workingday,Hangat
536,2012-06-19,Summer,1,6,no,Tuesday,yes,Clear,28.221653,32.7346,69.0,9.917139,968,5857,6825,Workingday,Hangat
537,2012-06-20,Summer,1,6,no,Wednesday,yes,Clear,32.082499999999996,36.04875,59.2083,7.625404,872,5339,6211,Workingday,Panas
538,2012-06-21,Fall,1,6,no,Thursday,yes,Clear,33.039153,37.6271,56.7917,7.958729,778,5127,5905,Workingday,Panas
539,2012-06-22,Fall,1,6,no,Friday,yes,Clear,31.877499999999998,36.20605,57.375,12.250414000000001,964,4859,5823,Workingday,Panas
540,2012-06-23,Fall,1,6,no,Saturday,no,Clear,29.998347,32.6396,53.4583,12.041307,2657,4801,7458,Weekend,Hangat
541,2012-06-24,Fall,1,6,no,Sunday,no,Clear,30.476653000000002,33.7127,47.9167,9.750174999999999,2551,4340,6891,Weekend,Panas
542,2012-06-25,Fall,1,6,no,Monday,yes,Clear,29.349153,32.7021,50.416700000000006,20.125661,1139,5640,6779,Workingday,Hangat
543,2012-06-26,Fall,1,6,no,Tuesday,yes,Clear,25.864152999999998,29.7352,37.3333,23.292014,1077,6365,7442,Workingday,Hangat
544,2012-06-27,Fall,1,6,no,Wednesday,yes,Clear,28.5975,32.0396,36.0,18.208925,1077,6258,7335,Workingday,Hangat
545,2012-06-28,Fall,1,6,no,Thursday,yes,Clear,30.715847,33.7756,42.25,11.50055,921,5958,6879,Workingday,Panas
546,2012-06-29,Fall,1,6,no,Friday,yes,Clear,34.200847,39.33065,48.875,11.082939000000001,829,4634,5463,Workingday,Panas
547,2012-06-30,Fall,1,6,no,Saturday,no,Clear,31.365000000000002,34.3754,60.12499999999999,10.791756999999999,1455,4232,5687,Weekend,Panas
548,2012-07-01,Fall,1,7,no,Sunday,no,Clear,33.449153,37.53145,51.87500000000001,11.291443000000001,1421,4110,5531,Weekend,Panas
549,2012-07-02,Fall,1,7,no,Monday,yes,Clear,32.048347,35.1019,44.7083,13.082889,904,5323,6227,Workingday,Panas
550,2012-07-03,Fall,1,7,no,Tuesday,yes,Clear,32.014153,35.1325,49.2083,8.457878999999998,1052,5608,6660,Workingday,Panas
551,2012-07-04,Fall,1,7,yes,Wednesday,no,Clear,32.355847,36.61685,53.87499999999999,9.041649999999999,2562,4841,7403,Holiday,Panas
552,2012-07-05,Fall,1,7,no,Thursday,yes,Clear,33.9275,38.06835,45.7917,12.999943,1405,4836,6241,Workingday,Panas
553,2012-07-06,Fall,1,7,no,Friday,yes,Clear,33.961653,37.62665,45.0833,9.791514,1366,4841,6207,Workingday,Panas
554,2012-07-07,Fall,1,7,no,Saturday,no,Clear,35.328347,40.24565,49.2083,10.958118,1448,3392,4840,Weekend,Panas
555,2012-07-08,Fall,1,7,no,Sunday,no,Clear,33.722500000000004,39.5198,57.375,8.417143,1203,3469,4672,Weekend,Panas
556,2012-07-09,Fall,1,7,no,Monday,yes,Misty,29.144153000000003,32.7027,68.3333,12.125325,998,5571,6569,Workingday,Hangat
557,2012-07-10,Fall,1,7,no,Tuesday,yes,Misty,29.554153,33.2398,66.75,10.166379000000001,954,5336,6290,Workingday,Hangat
558,2012-07-11,Fall,1,7,no,Wednesday,yes,Clear,29.383347,32.51355,63.3333,10.166111,975,6289,7264,Workingday,Hangat
559,2012-07-12,Fall,1,7,no,Thursday,yes,Clear,29.349153,32.73415,52.9583,9.833924999999999,1032,6414,7446,Workingday,Hangat
560,2012-07-13,Fall,1,7,no,Friday,yes,Misty,29.998347,33.39665,48.5833,5.41695,1511,5988,7499,Workingday,Hangat
561,2012-07-14,Fall,1,7,no,Saturday,no,Misty,28.836653,33.3021,69.91669999999999,9.626493,2355,4614,6969,Weekend,Hangat
562,2012-07-15,Fall,1,7,no,Sunday,no,Clear,30.579152999999998,35.259800000000006,71.7917,11.166689,1920,4111,6031,Weekend,Panas
563,2012-07-16,Fall,1,7,no,Monday,yes,Clear,31.296653000000003,36.206250000000004,64.5,11.000529,1088,5742,6830,Workingday,Panas
564,2012-07-17,Fall,1,7,no,Tuesday,yes,Clear,33.551653,37.78415,50.583299999999994,7.666743,921,5865,6786,Workingday,Panas
565,2012-07-18,Fall,1,7,no,Wednesday,yes,Clear,32.526652999999996,37.27915,57.7083,9.208614,799,4914,5713,Workingday,Panas
566,2012-07-19,Fall,1,7,no,Thursday,yes,Clear,31.57,35.7321,60.0417,11.083743,888,5703,6591,Workingday,Panas
567,2012-07-20,Fall,1,7,no,Friday,yes,Misty,27.299153,30.65125,84.4167,14.000789000000001,747,5123,5870,Workingday,Hangat
568,2012-07-21,Fall,1,7,no,Saturday,no,Light Snow/Rain,24.429153,27.495599999999996,86.5417,14.2911,1264,3195,4459,Weekend,Hangat
569,2012-07-22,Fall,1,7,no,Sunday,no,Misty,27.3675,31.156250000000004,76.25,6.2926936,2544,4866,7410,Weekend,Hangat
570,2012-07-23,Fall,1,7,no,Monday,yes,Clear,30.408347,34.50085,69.41669999999999,9.291761,1135,5831,6966,Workingday,Panas
571,2012-07-24,Fall,1,7,no,Tuesday,yes,Clear,30.784153,35.3225,65.5,14.167418,1140,6452,7592,Workingday,Panas
572,2012-07-25,Fall,1,7,no,Wednesday,yes,Clear,29.690847,32.7027,45.0,11.0416,1383,6790,8173,Workingday,Hangat
573,2012-07-26,Fall,1,7,no,Thursday,yes,Clear,31.843347,36.96315,59.66669999999999,19.082470999999998,1036,5825,6861,Workingday,Panas
574,2012-07-27,Fall,1,7,no,Friday,yes,Clear,32.048347,36.71085,59.458299999999994,10.250464,1259,5645,6904,Workingday,Panas
575,2012-07-28,Fall,1,7,no,Saturday,no,Clear,30.989152999999998,34.8802,61.3333,10.542449999999999,2234,4451,6685,Weekend,Panas
576,2012-07-29,Fall,1,7,no,Sunday,no,Clear,29.588347,33.39665,62.375,11.416532,2153,4444,6597,Weekend,Hangat
